order_id,order_date,sales_rep_id,region,city,category,sub_category,channel,quantity,unit_price,discount_pct,discount_amount,revenue,cogs,profit
ORD00201,2023-09-01,REP016,South,Hyderabad,Electronics,Phones,Wholesale,1,14471.33,5,723.57,13747.76,7177.32,6570.44
ORD00202,2023-01-20,REP006,West,Chennai,Furniture,Living Room,Online,50,1432.96,20,14329.6,57318.4,26920.51,30397.89
ORD00203,2023-05-29,REP002,North,Hyderabad,Toys,Outdoor,Online,32,2876.04,25,23008.32,69024.96,47533.31,21491.65
ORD00204,2023-03-10,REP017,West,Hyderabad,Furniture,Office,Retail Store,30,14837.58,20,89025.48,356101.92,198454.02,157647.9
ORD00205,2023-04-06,REP001,East,Hyderabad,Toys,Action Figures,Retail Store,22,2521.16,15,8319.83,47145.69,28027.43,19118.26
ORD00206,2023-02-18,REP006,South,Ahmedabad,Clothing,Footwear,Wholesale,28,7777.68,0,0.0,217775.04,113297.46,104477.58
ORD00207,2023-06-18,REP010,Central,Surat,Clothing,Men's,Online,17,5815.26,15,14828.91,84030.51,52613.77,31416.74
ORD00208,2023-06-07,REP006,West,Jaipur,Furniture,Office,Wholesale,45,3620.91,25,40735.24,122205.71,53216.61,68989.1
ORD00209,2023-04-24,REP008,South,Ahmedabad,Books,Fiction,Retail Store,41,13750.34,10,56376.39,507387.55,258901.18,248486.37
ORD00210,2023-12-07,REP007,South,Surat,Food & Beverage,Dairy,Online,27,10558.92,15,42763.63,242327.21,151988.88,90338.33
ORD00211,2023-02-27,REP002,Central,Jaipur,Sports,Water Sports,Retail Store,34,10586.12,0,0.0,359928.08,243013.87,116914.21
ORD00212,2023-12-15,REP007,Central,Ahmedabad,Sports,Outdoor,Online,11,4988.95,20,10975.69,43902.76,23380.51,20522.25
ORD00213,2023-10-16,REP002,Central,Ahmedabad,Sports,Water Sports,Wholesale,4,6856.14,20,5484.91,21939.65,11510.14,10429.51
ORD00214,2023-10-24,REP003,North,Kolkata,Books,Fiction,Wholesale,26,3891.41,0,0.0,101176.66,63108.07,38068.59
ORD00215,2023-08-30,REP002,East,Kolkata,Books,Fiction,Retail Store,35,14912.44,0,0.0,521935.4,363184.14,158751.26
ORD00216,2023-08-04,REP012,West,Ahmedabad,Toys,Board Games,Direct Sales,50,9658.72,25,120734.0,362202.0,215062.6,147139.4
ORD00217,2023-06-28,REP004,South,Jaipur,Food & Beverage,Snacks,Direct Sales,44,14465.75,20,127298.6,509194.4,223993.06,285201.34
ORD00218,2023-06-02,REP015,Central,Kolkata,Sports,Outdoor,Direct Sales,47,14682.99,0,0.0,690100.53,432592.16,257508.37
ORD00219,2023-02-27,REP002,West,Surat,Toys,Board Games,Online,16,6963.32,5,5570.66,105842.46,51089.62,54752.84
ORD00220,2023-12-11,REP002,South,Mumbai,Clothing,Women's,Direct Sales,5,1603.36,0,0.0,8016.8,4280.43,3736.37
ORD00221,2023-05-29,REP008,Central,Pune,Food & Beverage,Beverages,Wholesale,35,3337.31,0,0.0,116805.85,51632.94,65172.91
ORD00222,2023-06-03,REP009,North,Jaipur,Clothing,Kids,Retail Store,10,14786.86,20,29573.72,118294.88,55162.42,63132.46
ORD00223,2023-12-10,REP013,Central,Pune,Books,Children,Direct Sales,36,7484.75,10,26945.1,242505.9,165504.44,77001.46
ORD00224,2023-04-26,REP010,South,Ahmedabad,Food & Beverage,Beverages,Online,20,5709.26,20,22837.04,91348.16,49515.79,41832.37
ORD00225,2023-05-11,REP007,East,Delhi,Sports,Water Sports,Direct Sales,27,8403.57,5,11344.82,215551.57,111337.93,104213.64
ORD00226,2023-07-13,REP020,Central,Mumbai,Toys,Educational,Online,6,8080.97,5,2424.29,46061.53,19136.77,26924.76
ORD00227,2023-01-08,REP007,South,Delhi,Clothing,Women's,Direct Sales,31,3212.45,10,9958.59,89627.36,44003.13,45624.23
ORD00228,2023-05-25,REP013,West,Jaipur,Clothing,Women's,Wholesale,26,13735.38,20,71423.98,285695.9,141843.59,143852.31
ORD00229,2023-08-29,REP011,South,Pune,Furniture,Office,Wholesale,24,7740.97,15,27867.49,157915.79,85243.14,72672.65
ORD00230,2023-05-14,REP018,Central,Surat,Food & Beverage,Snacks,Direct Sales,37,12974.86,25,120017.46,360052.36,159782.89,200269.47
ORD00231,2023-05-06,REP016,Central,Pune,Furniture,Bedroom,Wholesale,13,5014.99,15,9779.23,55415.64,31638.83,23776.81
ORD00232,2023-06-30,REP006,South,Jaipur,Toys,Outdoor,Direct Sales,47,9661.25,15,68111.81,385966.94,207746.2,178220.74
ORD00233,2023-12-09,REP002,North,Kolkata,Clothing,Men's,Retail Store,34,603.97,0,0.0,20534.98,14036.82,6498.16
ORD00234,2023-08-22,REP012,North,Surat,Toys,Board Games,Direct Sales,5,10636.83,0,0.0,53184.15,24763.39,28420.76
ORD00235,2023-01-09,REP017,East,Jaipur,Books,Children,Wholesale,2,198.52,20,79.41,317.63,166.25,151.38
ORD00236,2023-05-04,REP007,Central,Jaipur,Electronics,Accessories,Wholesale,12,1694.54,0,0.0,20334.48,11332.72,9001.76
ORD00237,2023-07-27,REP015,Central,Bengaluru,Toys,Educational,Retail Store,18,11944.55,0,0.0,215001.9,110062.8,104939.1
ORD00238,2023-02-17,REP013,West,Kolkata,Furniture,Living Room,Direct Sales,42,14875.95,25,156197.48,468592.42,294217.82,174374.6
ORD00239,2023-11-27,REP011,Central,Delhi,Electronics,Laptops,Online,45,2653.62,15,17911.94,101500.96,66340.92,35160.04
ORD00240,2023-02-08,REP009,Central,Surat,Clothing,Women's,Online,45,13324.56,15,89940.78,509664.42,245316.02,264348.4
ORD00241,2023-12-31,REP013,North,Hyderabad,Clothing,Kids,Retail Store,2,14425.89,20,5770.36,23081.42,10231.01,12850.41
ORD00242,2023-10-04,REP011,West,Chennai,Sports,Outdoor,Online,37,12536.29,15,69576.41,394266.32,237786.15,156480.17
ORD00243,2023-06-24,REP020,Central,Surat,Sports,Team Sports,Direct Sales,4,1555.52,5,311.1,5910.98,3851.61,2059.37
ORD00244,2023-07-02,REP018,West,Kolkata,Toys,Educational,Retail Store,2,9548.43,15,2864.53,16232.33,8882.02,7350.31
ORD00245,2023-02-07,REP003,East,Chennai,Books,Children,Direct Sales,6,11605.29,10,6963.17,62668.57,40071.32,22597.25
ORD00246,2023-01-03,REP010,West,Pune,Books,Non-Fiction,Wholesale,48,5905.37,10,28345.78,255111.98,110199.52,144912.46
ORD00247,2023-09-20,REP014,North,Mumbai,Electronics,Phones,Online,6,2892.14,15,2602.93,14749.91,8364.61,6385.3
ORD00248,2023-01-07,REP010,West,Kolkata,Furniture,Living Room,Online,39,9010.85,10,35142.32,316280.83,208465.58,107815.25
ORD00249,2023-03-13,REP009,East,Hyderabad,Books,Non-Fiction,Direct Sales,37,7864.46,25,72746.26,218238.76,112222.65,106016.11
ORD00250,2023-02-09,REP012,East,Bengaluru,Clothing,Men's,Direct Sales,11,6576.68,15,10851.52,61491.96,30126.49,31365.47
ORD00251,2023-07-22,REP011,Central,Kolkata,Sports,Outdoor,Wholesale,30,1693.89,10,5081.67,45735.03,18386.86,27348.17
ORD00252,2023-03-11,REP010,East,Surat,Food & Beverage,Dairy,Retail Store,28,12250.58,25,85754.06,257262.18,178094.28,79167.9
ORD00253,2023-12-22,REP016,Central,Bengaluru,Food & Beverage,Dairy,Wholesale,12,14472.16,10,17366.59,156299.33,76185.68,80113.65
ORD00254,2023-10-07,REP006,Central,Mumbai,Food & Beverage,Dairy,Direct Sales,26,5538.73,20,28801.4,115205.58,52987.66,62217.92
ORD00255,2023-07-29,REP016,South,Hyderabad,Books,Non-Fiction,Retail Store,29,11985.51,25,86894.95,260684.84,109682.52,151002.32
ORD00256,2023-11-03,REP016,Central,Kolkata,Furniture,Bedroom,Direct Sales,46,6404.61,15,44191.81,250420.25,105724.81,144695.44
ORD00257,2023-02-13,REP004,South,Pune,Sports,Fitness,Retail Store,24,10554.35,20,50660.88,202643.52,117157.54,85485.98
ORD00258,2023-06-19,REP014,North,Mumbai,Books,Fiction,Online,37,14755.76,25,136490.78,409472.34,243236.02,166236.32
ORD00259,2023-10-22,REP008,West,Pune,Furniture,Bedroom,Direct Sales,33,11228.11,20,74105.53,296422.1,170192.38,126229.72
ORD00260,2023-08-01,REP003,North,Chennai,Food & Beverage,Beverages,Wholesale,23,14965.77,15,51631.91,292580.8,126209.06,166371.74
ORD00261,2023-09-01,REP004,West,Ahmedabad,Furniture,Office,Wholesale,30,11785.62,20,70713.72,282854.88,154121.34,128733.54
ORD00262,2023-06-25,REP004,South,Bengaluru,Electronics,Tablets,Retail Store,3,12171.77,0,0.0,36515.31,14853.53,21661.78
ORD00263,2023-07-27,REP006,South,Kolkata,Sports,Outdoor,Direct Sales,22,8441.75,15,27857.78,157860.72,74124.55,83736.17
ORD00264,2023-04-20,REP007,East,Delhi,Electronics,Phones,Online,29,8923.83,15,38818.66,219972.41,88282.63,131689.78
ORD00265,2023-12-10,REP016,Central,Pune,Toys,Board Games,Direct Sales,24,4957.18,15,17845.85,101126.47,43907.75,57218.72
ORD00266,2023-11-13,REP006,East,Surat,Sports,Water Sports,Online,38,1802.06,10,6847.83,61630.45,40285.07,21345.38
ORD00267,2023-07-11,REP005,Central,Kolkata,Books,Non-Fiction,Direct Sales,21,1856.14,10,3897.89,35081.05,15263.23,19817.82
ORD00268,2023-10-03,REP006,Central,Chennai,Sports,Outdoor,Direct Sales,37,5817.28,5,10761.97,204477.39,111644.87,92832.52
ORD00269,2023-07-03,REP001,West,Chennai,Furniture,Bedroom,Retail Store,12,4787.24,15,8617.03,48829.85,28605.65,20224.2
ORD00270,2023-09-09,REP014,West,Ahmedabad,Toys,Outdoor,Retail Store,36,7631.03,15,41207.56,233509.52,122064.84,111444.68
ORD00271,2023-10-03,REP010,South,Ahmedabad,Electronics,Laptops,Direct Sales,49,3385.89,0,0.0,165908.61,80043.58,85865.03
ORD00272,2023-07-07,REP018,North,Ahmedabad,Sports,Fitness,Retail Store,37,1801.68,20,13332.43,53329.73,34503.53,18826.2
ORD00273,2023-01-17,REP015,East,Pune,Food & Beverage,Snacks,Online,48,12468.05,5,29923.32,568543.08,278195.34,290347.74
ORD00274,2023-10-29,REP012,Central,Kolkata,Food & Beverage,Snacks,Retail Store,50,12197.14,5,30492.85,579364.15,372653.29,206710.86
ORD00275,2023-09-30,REP009,Central,Jaipur,Sports,Outdoor,Retail Store,14,12221.59,0,0.0,171102.26,97703.21,73399.05
ORD00276,2023-12-14,REP004,South,Kolkata,Furniture,Office,Online,19,8633.76,20,32808.29,131233.15,91291.88,39941.27
ORD00277,2023-06-14,REP008,West,Ahmedabad,Furniture,Bedroom,Retail Store,45,13004.57,5,29260.28,555945.37,246769.16,309176.21
ORD00278,2023-02-17,REP013,Central,Hyderabad,Sports,Team Sports,Wholesale,41,6271.95,15,38572.49,218577.46,92382.83,126194.63
ORD00279,2023-08-23,REP012,North,Jaipur,Food & Beverage,Organic,Direct Sales,21,8771.14,25,46048.49,138145.45,59118.31,79027.14
ORD00280,2023-06-22,REP018,Central,Chennai,Clothing,Footwear,Direct Sales,14,7471.25,10,10459.75,94137.75,61048.62,33089.13
ORD00281,2023-08-24,REP001,North,Chennai,Toys,Educational,Direct Sales,44,11457.58,0,0.0,504133.52,216713.1,287420.42
ORD00282,2023-11-29,REP010,South,Hyderabad,Food & Beverage,Snacks,Online,28,3114.54,25,21801.78,65405.34,44006.16,21399.18
ORD00283,2023-03-26,REP002,West,Hyderabad,Books,Academic,Retail Store,17,1328.07,25,5644.3,16932.89,11364.34,5568.55
ORD00284,2023-03-09,REP019,South,Jaipur,Food & Beverage,Snacks,Direct Sales,46,1518.24,5,3491.95,66347.09,36029.26,30317.83
ORD00285,2023-08-05,REP005,West,Delhi,Electronics,Laptops,Retail Store,45,5219.25,0,0.0,234866.25,163571.77,71294.48
ORD00286,2023-06-03,REP005,West,Chennai,Food & Beverage,Snacks,Retail Store,47,12108.76,0,0.0,569111.72,281144.29,287967.43
ORD00287,2023-04-20,REP005,West,Surat,Electronics,Laptops,Direct Sales,40,9785.3,15,58711.8,332700.2,168132.15,164568.05
ORD00288,2023-10-29,REP013,East,Kolkata,Toys,Board Games,Wholesale,6,13459.23,5,4037.77,76717.61,48004.79,28712.82
ORD00289,2023-11-04,REP020,Central,Hyderabad,Toys,Board Games,Online,16,4226.82,0,0.0,67629.12,32086.64,35542.48
ORD00290,2023-07-20,REP010,North,Bengaluru,Toys,Educational,Direct Sales,14,7814.46,20,21880.49,87521.95,39961.99,47559.96
ORD00291,2023-01-07,REP012,East,Chennai,Food & Beverage,Snacks,Direct Sales,16,7543.78,20,24140.1,96560.38,40681.24,55879.14
ORD00292,2023-02-07,REP001,Central,Delhi,Toys,Outdoor,Online,24,8240.71,5,9888.85,187888.19,118147.43,69740.76
ORD00293,2023-11-18,REP017,West,Kolkata,Furniture,Bedroom,Direct Sales,3,13846.43,15,6230.89,35308.4,19489.64,15818.76
ORD00294,2023-04-15,REP005,Central,Pune,Electronics,Phones,Direct Sales,18,1345.6,0,0.0,24220.8,13403.58,10817.22
ORD00295,2023-05-03,REP002,South,Delhi,Sports,Fitness,Direct Sales,20,10510.27,25,52551.35,157654.05,108155.15,49498.9
ORD00296,2023-12-03,REP006,North,Mumbai,Electronics,Accessories,Retail Store,40,9171.6,10,36686.4,330177.6,198048.41,132129.19
ORD00297,2023-05-13,REP006,East,Chennai,Books,Fiction,Wholesale,11,7496.55,10,8246.2,74215.85,41330.93,32884.92
ORD00298,2023-05-20,REP017,North,Hyderabad,Books,Fiction,Online,50,13508.47,10,67542.35,607881.15,390340.15,217541.0
ORD00299,2023-03-27,REP012,South,Hyderabad,Food & Beverage,Organic,Online,33,5465.85,15,27055.96,153317.09,100853.2,52463.89
ORD00300,2023-01-07,REP008,North,Ahmedabad,Sports,Fitness,Wholesale,15,11137.62,0,0.0,167064.3,69032.87,98031.43
ORD00301,2023-12-02,REP014,South,Pune,Food & Beverage,Beverages,Retail Store,12,13974.29,0,0.0,167691.48,94889.81,72801.67
ORD00302,2023-09-15,REP002,South,Bengaluru,Food & Beverage,Dairy,Online,18,12407.36,20,44666.5,178665.98,91448.83,87217.15
ORD00303,2023-10-11,REP015,North,Pune,Food & Beverage,Snacks,Retail Store,30,13003.88,10,39011.64,351104.76,174916.98,176187.78
ORD00304,2023-09-10,REP007,Central,Bengaluru,Furniture,Office,Retail Store,48,9378.49,15,67525.13,382642.39,195332.09,187310.3
ORD00305,2023-12-22,REP001,East,Mumbai,Electronics,Accessories,Direct Sales,2,3571.67,10,714.33,6429.01,3798.15,2630.86
ORD00306,2023-01-31,REP005,East,Delhi,Toys,Educational,Online,7,3157.4,5,1105.09,20996.71,11043.11,9953.6
ORD00307,2023-02-13,REP019,North,Jaipur,Clothing,Footwear,Retail Store,45,13444.11,15,90747.74,514237.21,356040.58,158196.63
ORD00308,2023-03-08,REP008,East,Hyderabad,Books,Children,Wholesale,5,8919.25,0,0.0,44596.25,23658.08,20938.17
ORD00309,2023-05-20,REP008,North,Bengaluru,Toys,Outdoor,Retail Store,45,12495.31,10,56228.89,506060.06,250710.92,255349.14
ORD00310,2023-07-28,REP004,Central,Pune,Toys,Action Figures,Retail Store,10,1674.3,15,2511.45,14231.55,7682.43,6549.12
ORD00311,2023-12-18,REP010,Central,Mumbai,Food & Beverage,Dairy,Retail Store,30,4048.62,0,0.0,121458.6,51878.16,69580.44
ORD00312,2023-07-22,REP017,North,Hyderabad,Toys,Educational,Wholesale,10,1459.07,5,729.53,13861.17,9571.42,4289.75
ORD00313,2023-10-09,REP008,North,Ahmedabad,Toys,Board Games,Online,2,14286.24,15,4285.87,24286.61,13765.31,10521.3
ORD00314,2023-07-25,REP012,North,Surat,Toys,Board Games,Wholesale,8,278.16,5,111.26,2114.02,928.51,1185.51
ORD00315,2023-08-16,REP005,North,Pune,Toys,Action Figures,Online,2,14957.71,5,1495.77,28419.65,19062.45,9357.2
ORD00316,2023-07-22,REP016,North,Kolkata,Electronics,Accessories,Direct Sales,4,2603.04,20,2082.43,8329.73,4414.31,3915.42
ORD00317,2023-03-18,REP002,Central,Surat,Clothing,Kids,Retail Store,14,13633.73,10,19087.22,171785.0,83136.44,88648.56
ORD00318,2023-02-14,REP009,West,Chennai,Books,Academic,Direct Sales,32,6238.68,20,39927.55,159710.21,86835.92,72874.29
ORD00319,2023-07-15,REP012,West,Jaipur,Clothing,Women's,Direct Sales,41,14911.9,20,122277.58,489110.32,312274.38,176835.94
ORD00320,2023-04-23,REP001,East,Mumbai,Furniture,Office,Direct Sales,25,4129.49,0,0.0,103237.25,51170.91,52066.34
ORD00321,2023-02-21,REP008,South,Hyderabad,Sports,Team Sports,Online,50,8801.43,5,22003.58,418067.92,289384.09,128683.83
ORD00322,2023-03-30,REP006,South,Surat,Toys,Board Games,Wholesale,37,12712.93,15,70556.76,399821.65,202486.23,197335.42
ORD00323,2023-10-18,REP019,South,Surat,Toys,Educational,Retail Store,38,520.28,25,4942.66,14827.98,7495.61,7332.37
ORD00324,2023-01-29,REP008,Central,Bengaluru,Toys,Outdoor,Online,35,4704.89,15,24700.67,139970.48,57582.33,82388.15
ORD00325,2023-03-08,REP011,South,Pune,Sports,Water Sports,Online,1,5042.84,20,1008.57,4034.27,1857.54,2176.73
ORD00326,2023-09-27,REP012,North,Pune,Electronics,Phones,Direct Sales,38,10599.98,5,20139.96,382659.28,241959.27,140700.01
ORD00327,2023-08-12,REP016,East,Chennai,Sports,Fitness,Wholesale,22,4596.3,5,5055.93,96062.67,66548.2,29514.47
ORD00328,2023-04-01,REP001,Central,Kolkata,Clothing,Women's,Online,25,4671.67,25,29197.94,87593.81,42776.89,44816.92
ORD00329,2023-09-12,REP005,East,Delhi,Clothing,Kids,Retail Store,40,3391.34,20,27130.72,108522.88,46798.65,61724.23
ORD00330,2023-12-10,REP011,West,Mumbai,Furniture,Office,Wholesale,11,9579.18,0,0.0,105370.98,68122.18,37248.8
ORD00331,2023-01-01,REP002,West,Ahmedabad,Clothing,Women's,Direct Sales,45,1110.14,10,4995.63,44960.67,28599.75,16360.92
ORD00332,2023-02-21,REP016,Central,Bengaluru,Clothing,Footwear,Retail Store,32,13238.38,10,42362.82,381265.34,214960.14,166305.2
ORD00333,2023-02-23,REP003,East,Chennai,Food & Beverage,Snacks,Direct Sales,3,4494.14,10,1348.24,12134.18,5804.24,6329.94
ORD00334,2023-11-11,REP016,North,Kolkata,Clothing,Men's,Retail Store,36,14133.33,0,0.0,508799.88,255104.72,253695.16
ORD00335,2023-04-08,REP014,Central,Jaipur,Sports,Water Sports,Wholesale,11,897.98,10,987.78,8890.0,4104.2,4785.8
ORD00336,2023-10-09,REP016,South,Mumbai,Books,Academic,Wholesale,20,3639.47,0,0.0,72789.4,37695.49,35093.91
ORD00337,2023-09-03,REP007,North,Mumbai,Electronics,Accessories,Retail Store,6,4488.79,25,6733.19,20199.55,11867.79,8331.76
ORD00338,2023-07-23,REP016,West,Hyderabad,Clothing,Kids,Online,6,7156.2,0,0.0,42937.2,21146.83,21790.37
ORD00339,2023-08-17,REP002,East,Ahmedabad,Books,Children,Direct Sales,12,5628.21,15,10130.78,57407.74,29325.05,28082.69
ORD00340,2023-12-08,REP004,North,Pune,Furniture,Bedroom,Direct Sales,18,8507.27,5,7656.54,145474.32,91019.0,54455.32
ORD00341,2023-08-03,REP018,West,Surat,Toys,Board Games,Retail Store,36,1008.66,15,5446.76,30865.0,19924.02,10940.98
ORD00342,2023-10-20,REP017,Central,Surat,Food & Beverage,Dairy,Retail Store,6,5982.59,25,8973.89,26921.65,11049.14,15872.51
ORD00343,2023-04-09,REP005,North,Kolkata,Electronics,Accessories,Online,12,14241.02,5,8544.61,162347.63,112287.65,50059.98
ORD00344,2023-11-01,REP009,East,Delhi,Books,Children,Online,13,14959.31,25,48617.76,145853.27,64811.87,81041.4
ORD00345,2023-01-07,REP020,Central,Jaipur,Food & Beverage,Organic,Direct Sales,36,4959.29,10,17853.44,160681.0,89323.6,71357.4
ORD00346,2023-02-21,REP004,Central,Delhi,Electronics,Accessories,Wholesale,10,2308.18,20,4616.36,18465.44,10613.99,7851.45
ORD00347,2023-11-08,REP016,North,Chennai,Toys,Educational,Wholesale,27,4035.64,25,27240.57,81721.71,44593.53,37128.18
ORD00348,2023-07-22,REP011,South,Mumbai,Food & Beverage,Beverages,Direct Sales,40,9168.96,25,91689.6,275068.8,143177.7,131891.1
ORD00349,2023-09-09,REP004,South,Chennai,Furniture,Office,Wholesale,2,5134.2,10,1026.84,9241.56,4558.72,4682.84
ORD00350,2023-11-06,REP003,South,Ahmedabad,Books,Children,Retail Store,50,12404.77,10,62023.85,558214.65,345333.81,212880.84
ORD00351,2023-01-29,REP017,South,Delhi,Toys,Outdoor,Wholesale,48,7318.46,20,70257.22,281028.86,185523.08,95505.78
ORD00352,2023-01-15,REP006,South,Bengaluru,Books,Children,Online,9,11729.69,20,21113.44,84453.77,56060.39,28393.38
ORD00353,2023-05-21,REP012,West,Jaipur,Clothing,Men's,Direct Sales,30,853.33,10,2559.99,23039.91,14086.37,8953.54
ORD00354,2023-08-17,REP006,West,Surat,Books,Fiction,Wholesale,44,555.39,10,2443.72,21993.44,12022.41,9971.03
ORD00355,2023-01-15,REP013,North,Chennai,Furniture,Bedroom,Retail Store,17,11259.52,25,47852.96,143558.88,61316.52,82242.36
ORD00356,2023-07-29,REP017,North,Mumbai,Toys,Board Games,Direct Sales,42,3454.17,5,7253.76,137821.38,66254.19,71567.19
ORD00357,2023-06-06,REP009,West,Kolkata,Clothing,Women's,Wholesale,39,12032.89,5,23464.14,445818.57,212083.53,233735.04
ORD00358,2023-11-16,REP013,Central,Delhi,Food & Beverage,Dairy,Online,14,7053.8,25,24688.3,74064.9,41194.26,32870.64
ORD00359,2023-12-17,REP004,West,Delhi,Sports,Team Sports,Wholesale,36,9745.4,20,70166.88,280667.52,136068.47,144599.05
ORD00360,2023-11-30,REP010,South,Chennai,Furniture,Office,Retail Store,18,3991.09,25,17959.9,53879.72,36942.97,16936.75
ORD00361,2023-12-02,REP016,East,Hyderabad,Electronics,Accessories,Direct Sales,43,4861.83,5,10452.93,198605.76,122417.6,76188.16
ORD00362,2023-04-08,REP011,South,Jaipur,Food & Beverage,Organic,Direct Sales,48,626.25,25,7515.0,22545.0,15746.02,6798.98
ORD00363,2023-10-13,REP006,East,Delhi,Books,Academic,Direct Sales,33,4572.9,5,7545.28,143360.42,93498.46,49861.96
ORD00364,2023-06-21,REP003,South,Pune,Clothing,Kids,Retail Store,47,12144.32,5,28539.15,542243.89,370936.58,171307.31
ORD00365,2023-10-27,REP010,West,Delhi,Books,Academic,Direct Sales,27,11842.55,10,31974.88,287773.97,147197.75,140576.22
ORD00366,2023-12-15,REP013,Central,Hyderabad,Electronics,Laptops,Direct Sales,31,13352.45,20,82785.19,331140.76,144359.09,186781.67
ORD00367,2023-10-19,REP015,South,Pune,Electronics,Phones,Retail Store,9,14885.98,10,13397.38,120576.44,63032.24,57544.2
ORD00368,2023-01-30,REP001,West,Hyderabad,Toys,Action Figures,Retail Store,32,5056.18,5,8089.89,153707.87,75935.41,77772.46
ORD00369,2023-02-15,REP005,Central,Kolkata,Toys,Board Games,Direct Sales,37,11490.81,15,63774.0,361385.97,229683.65,131702.32
ORD00370,2023-07-11,REP001,East,Jaipur,Food & Beverage,Organic,Retail Store,31,5811.41,0,0.0,180153.71,100910.36,79243.35
ORD00371,2023-06-26,REP010,South,Delhi,Electronics,Laptops,Direct Sales,41,11030.69,5,22612.91,429645.38,261249.06,168396.32
ORD00372,2023-05-29,REP015,Central,Surat,Sports,Team Sports,Wholesale,11,1072.78,0,0.0,11800.58,5775.92,6024.66
ORD00373,2023-04-07,REP006,West,Mumbai,Food & Beverage,Beverages,Retail Store,22,14942.47,15,49310.15,279424.19,141884.69,137539.5
ORD00374,2023-03-05,REP012,North,Kolkata,Clothing,Women's,Wholesale,14,11037.74,20,30905.67,123622.69,68164.32,55458.37
ORD00375,2023-01-11,REP002,North,Kolkata,Toys,Action Figures,Direct Sales,39,14920.74,25,145477.21,436431.65,188727.9,247703.75
ORD00376,2023-12-22,REP001,East,Kolkata,Food & Beverage,Snacks,Online,36,3865.8,25,34792.2,104376.6,46545.51,57831.09
ORD00377,2023-02-23,REP017,Central,Delhi,Books,Academic,Wholesale,40,9123.95,5,18247.9,346710.1,182247.38,164462.72
ORD00378,2023-09-25,REP007,East,Kolkata,Electronics,Laptops,Wholesale,32,3059.84,5,4895.74,93019.14,58917.18,34101.96
ORD00379,2023-09-04,REP011,South,Mumbai,Clothing,Men's,Online,36,7495.69,5,13492.24,256352.6,155467.9,100884.7
ORD00380,2023-02-16,REP017,North,Delhi,Books,Fiction,Wholesale,8,12544.96,25,25089.92,75269.76,41265.23,34004.53
ORD00381,2023-01-26,REP004,South,Mumbai,Books,Non-Fiction,Wholesale,30,14831.12,10,44493.36,400440.24,191905.98,208534.26
ORD00382,2023-01-24,REP001,South,Chennai,Furniture,Office,Wholesale,28,11104.25,0,0.0,310919.0,203768.16,107150.84
ORD00383,2023-06-25,REP006,North,Kolkata,Furniture,Outdoor,Direct Sales,40,4097.81,25,40978.1,122934.3,52601.79,70332.51
ORD00384,2023-11-29,REP006,North,Chennai,Food & Beverage,Dairy,Online,25,10379.55,15,38923.31,220565.44,141155.2,79410.24
ORD00385,2023-10-19,REP015,South,Surat,Toys,Board Games,Direct Sales,7,6298.81,20,8818.33,35273.34,19217.0,16056.34
ORD00386,2023-03-08,REP016,West,Delhi,Toys,Educational,Direct Sales,40,529.36,25,5293.6,15880.8,10544.61,5336.19
ORD00387,2023-12-14,REP017,Central,Surat,Food & Beverage,Snacks,Retail Store,5,3998.03,10,1999.02,17991.13,7263.16,10727.97
ORD00388,2023-08-10,REP008,West,Pune,Books,Academic,Direct Sales,34,7894.24,25,67101.04,201303.12,117857.28,83445.84
ORD00389,2023-08-29,REP016,South,Delhi,Clothing,Men's,Direct Sales,1,9686.64,5,484.33,9202.31,5076.64,4125.67
ORD00390,2023-10-09,REP013,West,Bengaluru,Furniture,Bedroom,Online,22,14555.16,0,0.0,320213.52,176783.1,143430.42
ORD00391,2023-03-02,REP016,North,Delhi,Food & Beverage,Organic,Direct Sales,37,6776.67,15,37610.52,213126.27,113835.1,99291.17
ORD00392,2023-11-13,REP010,Central,Jaipur,Food & Beverage,Snacks,Retail Store,36,8281.57,0,0.0,298136.52,190072.46,108064.06
ORD00393,2023-08-21,REP011,Central,Surat,Books,Children,Direct Sales,22,5513.8,0,0.0,121303.6,78237.98,43065.62
ORD00394,2023-04-24,REP001,East,Pune,Books,Academic,Wholesale,46,6842.73,0,0.0,314765.58,197608.57,117157.01
ORD00395,2023-07-29,REP004,East,Surat,Sports,Team Sports,Retail Store,45,1684.2,5,3789.45,71999.55,39436.07,32563.48
ORD00396,2023-02-25,REP014,North,Surat,Clothing,Men's,Online,26,3312.28,5,4305.96,81813.32,50318.17,31495.15
ORD00397,2023-09-13,REP001,Central,Mumbai,Toys,Outdoor,Direct Sales,30,9911.0,20,59466.0,237864.0,104753.12,133110.88
ORD00398,2023-03-30,REP005,North,Kolkata,Toys,Outdoor,Wholesale,33,11738.11,5,19367.88,367989.75,223570.45,144419.3
ORD00399,2023-05-21,REP013,East,Hyderabad,Sports,Water Sports,Direct Sales,27,14694.56,25,99188.28,297564.84,187082.7,110482.14
ORD00400,2023-09-20,REP010,Central,Pune,Toys,Board Games,Retail Store,9,6249.91,25,14062.3,42186.89,28093.56,14093.33
ORD00401,2023-12-11,REP005,South,Jaipur,Clothing,Women's,Wholesale,40,10744.33,25,107443.3,322329.9,162321.49,160008.41
